property_type,society,sector,price_in_lacs,price_per_sqft_inrs,area,areaWithType,super_builtup,builtup,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_type,servant_room,study room,pooja room,store_room,others,luxury_score
house,ats tourmaline,sector 109 ,187.0,8697.0,2152.0,Built Up area: 2150 (199.74 sq.m.),,2150.0,,3,4,0,12.0,,Undefined,0.0,0,0,0,0,0,8.0
house,independent,sector 3 phase 3 extension,85.0,8500.0,1000.68,Built Up area: 1000 (92.9 sq.m.),,1000.0,,1,1,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 9,42.0,9333.0,451.92,Built Up area: 450 (41.81 sq.m.),,450.0,,5,3,2,2.0,,Undefined,0.0,0,0,0,0,0,0.0
house,bhawani enclave,sector 12,42.0,8235.0,559.52,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),,,510.0,3,3,0,2.0,East,New Property,0.0,0,0,1,0,0,49.0
house,independent,sector 105,120.0,13333.0,903.84,Plot area 900(83.61 sq.m.),,900.0,,7,4,1,2.0,South-West,Moderately Old,0.0,0,0,0,0,1,7.0
house,independent,sector 50 ,650.0,21667.0,3002.04,Built Up area: 3000 (278.71 sq.m.),,3000.0,,5,6,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 105,135.0,3857.0,3497.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),,3500.0,2500.0,5,3,3,3.0,East,Undefined,2.0,0,0,0,0,0,0.0
house,independent,sector 57,470.0,21759.0,2162.7599999999998,Plot area 240(200.67 sq.m.),,240.0,,3,3,2,2.0,North,Old Property,0.0,1,0,0,0,1,0.0
house,independent,sector 9,22.0,7407.0,301.28,Carpet area: 33 (27.59 sq.m.),,,33.0,2,2,2,1.0,,Undefined,1.0,0,0,0,0,0,15.0
house,independent,sector 4,50.0,10482.0,473.44,Built Up area: 53 (44.31 sq.m.),,53.0,,5,3,0,1.0,,Undefined,0.0,0,0,0,0,0,64.0
house,project mianwali colony,sector 12,170.0,9444.0,1796.92,Carpet area: 1800 (167.23 sq.m.),,,1800.0,1,1,2,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 2,600.0,20000.0,2991.2799999999997,Built Up area: 333 (278.43 sq.m.),,333.0,,4,4,1,2.0,,Relatively New,0.0,0,0,0,0,0,16.0
house,independent,sector 55 ,280.0,18667.0,1495.6399999999999,Built Up area: 1500 (139.35 sq.m.),,1500.0,,4,4,0,2.0,,Undefined,2.0,0,0,0,0,0,38.0
house,independent,sohna road,7.5,2525.0,301.28,Plot area 33(27.59 sq.m.),,33.0,,1,1,0,1.0,,Relatively New,0.0,0,0,0,0,0,0.0
house,independent,sector 38 ,350.0,24306.0,1441.84,Carpet area: 160 (133.78 sq.m.),,,160.0,3,3,2,1.0,East,Relatively New,0.0,0,0,0,0,0,0.0
house,project housing board colony,sector 28,258.0,17695.0,1301.96,Carpet area: 1300 (120.77 sq.m.),,,1300.0,4,2,2,2.0,,Undefined,0.0,0,0,0,0,0,0.0
house,dlf the arbour,sector 63 ,850.0,21519.0,3948.92,Built Up area: 3950 (366.97 sq.m.),,3950.0,,4,4,3+,27.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 21,60.0,6173.0,968.4,Plot area 108(90.3 sq.m.),,108.0,,8,3,2,3.0,,Old Property,0.0,0,0,0,0,0,0.0
house,independent,sector 12,250.0,13888.0,1796.92,Plot area 1800(167.23 sq.m.),,1800.0,,9,5,2,1.0,South-East,Old Property,0.0,0,0,1,0,0,0.0
house,independent,sector 38 ,350.0,20323.0,1721.6,Plot area 160,,160.0,,3,2,2,1.0,East,Moderately Old,0.0,0,0,0,0,0,8.0
house,huda plots,sector 56 ,295.0,20359.0,1452.6,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),,1000.0,,2,2,2,1.0,North,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 105 ,70.0,5833.0,1194.36,Built Up area: 1200 (111.48 sq.m.),,1200.0,,3,2,2,1.0,,Undefined,0.0,0,0,0,0,0,7.0
house,independent,sector 7,116.0,11693.0,989.92,Plot area 992(92.16 sq.m.)Carpet area: 992 sq.ft. (92.16 sq.m.),,,992.0,5,4,2,3.0,North-East,Moderately Old,0.0,0,0,0,0,1,14.0
house,independent,sector 25,1600.0,26667.0,5993.32,Built Up area: 6000 (557.42 sq.m.),,6000.0,,6,5,2,3.0,East,Relatively New,0.0,0,0,0,0,0,0.0
house,suncity essel towers,sector 28 ,894.9999999999999,17900.0,5003.4,Plot area 5000(464.52 sq.m.),,5000.0,,5,6,3+,4.0,,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 43,1400.0,39886.0,3507.7599999999998,Plot area 390(326.09 sq.m.),,390.0,,9,9,3+,4.0,North,Moderately Old,1.0,1,0,0,0,0,111.0
house,independent,sector 7,135.0,40909.0,333.56,Built Up area: 330 (30.66 sq.m.),,330.0,,4,5,0,3.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 50,1320.0,27155.0,4863.5199999999995,Built Up area: 4861 (451.6 sq.m.),,4861.0,,6,6,0,2.0,,Undefined,2.0,0,0,0,0,0,106.0
house,anamika enclave,sector 12 ,600.0,14492.0,4142.6,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),,9000.0,,9,9,3+,3.0,North-West,Old Property,0.0,0,0,0,0,0,0.0
house,not applicable,sector 4,51.0,14167.0,355.08,Plot area 40(33.45 sq.m.),,40.0,,4,4,3,4.0,,New Property,0.0,0,0,0,0,0,0.0
house,independent,sector 4,110.0,11111.0,989.92,Built Up area: 990 (91.97 sq.m.),,990.0,,6,4,1,2.0,North,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 37d ,250.0,13157.0,1904.52,Plot area 1900(176.52 sq.m.),,1900.0,,5,5,3+,2.0,,Relatively New,1.0,0,0,0,0,0,8.0
house,independent,sector 7,53.0,5888.0,903.84,Built Up area: 900 (83.61 sq.m.),,900.0,,2,2,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 7,200.0,11111.0,1796.92,Plot area 200(167.23 sq.m.),,200.0,,2,2,1,2.0,,Relatively New,2.0,0,0,0,0,0,0.0
house,independent,sector 13,45.0,4808.0,936.12,Built Up area: 936 (86.96 sq.m.),,936.0,,1,1,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 105,37.0,8222.0,451.92,Plot area 450(41.81 sq.m.),,450.0,,2,2,1,1.0,,Moderately Old,2.0,0,0,0,0,1,69.0
house,independent,sector 105 ,50.0,50000.0,96.84,Built Up area: 100 (9.29 sq.m.),,100.0,,2,2,0,1.0,,Undefined,0.0,0,0,0,0,0,15.0
house,independent,sector 8,62.0,11273.0,548.76,Built Up area: 550 (51.1 sq.m.),,550.0,,3,1,0,2.0,,Undefined,0.0,0,0,0,0,0,7.0
house,independent,sector 25,800.0,8000.0,9996.039999999999,Carpet area: 10000 (929.03 sq.m.),,,10000.0,3,9,2,3.0,,New Property,0.0,0,0,0,0,0,12.0
house,independent,sector 92 ,180.0,7627.0,2356.44,Built Up area: 2360 (219.25 sq.m.),,2360.0,,4,5,0,13.0,,Undefined,0.0,0,0,0,0,0,9.0
house,independent,sector 108 ,170.0,5666.0,3002.04,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),,3000.0,2600.0,4,4,3+,1.0,North-East,Undefined,0.0,0,0,0,0,0,16.0
house,independent,sector 3 phase 3 extension,55.0,5000.0,1097.52,Built Up area: 1100 (102.19 sq.m.),,1100.0,,2,1,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 3 phase 3 extension,150.0,5000.0,3002.04,Built Up area: 3000 (278.71 sq.m.),,3000.0,,6,1,0,1.0,,New Property,0.0,0,0,0,0,0,0.0
house,independent,sector 109 ,155.0,6567.0,2356.44,Built Up area: 2360 (219.25 sq.m.),,2360.0,,3,2,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 17,32.0,22068.0,139.88,Built Up area: 145 (13.47 sq.m.),,145.0,,2,2,0,3.0,,Undefined,1.0,0,0,0,0,0,7.0
house,independent,sector 4,65.0,11111.0,581.04,Plot area 65(54.35 sq.m.),,65.0,,4,2,2,,,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 8,160.0,28674.0,559.52,Plot area 62(51.84 sq.m.),,62.0,,4,6,1,3.0,,Relatively New,0.0,0,0,0,0,0,0.0
house,independent,sector 7,95.0,21111.0,451.92,Plot area 450(41.81 sq.m.),,450.0,,2,1,1,3.0,,New Property,2.0,0,0,0,0,0,26.0
house,vatika sovereign next,sector 82a ,385.0,7500.0,5143.28,Built Up area: 5140 (477.52 sq.m.),,5140.0,,5,6,3+,6.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 6,66.0,10784.0,613.3199999999999,Plot area 612(56.86 sq.m.),,612.0,,3,2,1,2.0,,Old Property,0.0,0,0,0,0,0,51.0
house,independent,sector 104,45.0,12162.0,365.84,Plot area 370(34.37 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),,,1500.0,4,4,2,4.0,North,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 17a ,152.0,19869.0,763.96,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),,105.0,,2,2,1,1.0,South-East,Old Property,0.0,0,0,0,0,0,31.0
house,independent,new sector 2,100.0,8796.0,1076.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),,120.0,100.0,3,2,2,1.0,North,Old Property,0.0,0,0,1,0,0,0.0
house,independent,sector 4,85.0,7522.0,1129.8,Built Up area: 1130 (104.98 sq.m.),,1130.0,,3,3,0,1.0,,Undefined,0.0,0,0,0,0,0,14.0
house,independent,sector 7,45.0,5000.0,903.84,Carpet area: 900 (83.61 sq.m.),,,900.0,3,2,0,1.0,,Undefined,2.0,0,0,0,0,0,0.0
house,independent,sector 39 ,515.0,14072.0,3658.4,Built Up area: 340,,,,5,5,0,1.0,,Relatively New,0.0,0,0,0,0,0,0.0
house,sector 14 rwa,sector 14 ,650.0,26000.0,2496.32,Plot area 2500(232.26 sq.m.),,2500.0,,5,5,0,4.0,,Moderately Old,0.0,0,0,0,0,0,0.0
house,iffco nagar and 17b rwa,sector 17 ,350.0,24305.0,1441.84,Plot area 1440(133.78 sq.m.),,1440.0,,6,5,3,3.0,East,Old Property,0.0,0,0,0,0,0,15.0
house,independent,sector 25,1350.0,19286.0,6994.0,Built Up area: 7000 (650.32 sq.m.),,7000.0,,9,9,0,1.0,East,Relatively New,0.0,0,0,0,0,0,0.0
house,independent,sector 2,570.0,22634.0,2431.7599999999998,Plot area 270(225.75 sq.m.),,270.0,,9,9,3+,3.0,North-East,Moderately Old,0.0,0,0,1,0,0,0.0
house,ansal sushant lok plots,sector 43,330.0,26570.0,1237.3999999999999,Plot area 138(115.39 sq.m.),,138.0,,1,1,0,,,Under Construction,0.0,0,0,0,0,0,0.0
house,independent,sector 7,175.0,11111.0,1570.96,Plot area 1575(146.32 sq.m.),,1575.0,,4,2,2,2.0,,Old Property,0.0,0,0,0,0,1,0.0
house,bhim garh kheri,sector 3 ,75.0,6410.0,1172.84,Plot area 130(108.7 sq.m.),,130.0,,4,2,2,2.0,West,Old Property,0.0,0,0,0,0,0,0.0
house,independent,sector 3 ,92.0,15257.0,602.56,Built Up area: 603 (56.02 sq.m.),,603.0,,4,1,0,1.0,,Undefined,2.0,0,0,0,0,0,49.0
house,independent,sector 4,110.0,6111.0,1796.92,Plot area 200(167.23 sq.m.),,200.0,,8,4,3+,2.0,West,Old Property,0.0,0,0,0,0,0,0.0
house,surendra homes dayaindependentd colony,sector 6 ,75.0,15625.0,484.2,Built Up area: 480 (44.59 sq.m.),,480.0,,4,4,2,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 10a ,425.0,17955.0,2367.2,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),,2367.0,1800.0,4,3,2,1.0,North-East,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 3 ,37.0,7916.0,484.2,Built Up area: 480 (44.59 sq.m.),,480.0,,1,1,1,1.0,,Relatively New,0.0,0,0,0,0,0,0.0
house,independent,sector 70a ,210.0,35000.0,602.56,Carpet area: 600 (55.74 sq.m.),,,600.0,3,2,1,3.0,,New Property,0.0,0,0,0,0,0,0.0
house,independent,sector 3 phase 2,110.0,10000.0,1097.52,Built Up area: 1100 (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),,1100.0,900.0,5,4,2,1.0,East,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sohna road road,120.0,22297.0,538.0,Plot area 50,,50.0,,4,4,3+,4.0,West,Old Property,0.0,0,0,0,0,0,0.0
house,independent,sector 17,300.0,11111.0,2700.7599999999998,Carpet area: 2700 (250.84 sq.m.),,,2700.0,4,4,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,vipul tatvam villa,sector 48 ,850.0,26235.0,3238.7599999999998,Plot area 360(301.01 sq.m.),,360.0,,4,6,3,3.0,North,Old Property,0.0,1,0,1,0,1,0.0
house,independent,sector 28,75.0,20833.0,355.08,Plot area 40(33.45 sq.m.),,40.0,,7,4,3+,4.0,,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 8,82.0,10224.0,807.0,Carpet area: 802 (74.51 sq.m.),,,802.0,4,4,0,2.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 105,115.0,3285.0,3497.0,Carpet area: 3500 (325.16 sq.m.),,,3500.0,3,2,1,1.0,,Undefined,1.0,0,0,0,0,0,51.0
house,aindependentt raj estates,sector 63a ,850.0,27139.0,3131.16,Plot area 348(290.97 sq.m.),,348.0,,6,6,3+,3.0,East,Under Construction,1.0,0,0,1,1,0,38.0
house,independent,sector 43,575.0,23662.0,2431.7599999999998,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),,260.0,220.0,4,4,2,4.0,North,Under Construction,0.0,1,0,0,1,0,0.0
house,independent,sector 53 ,465.00000000000006,17574.0,2646.96,Plot area 294(245.82 sq.m.),,294.0,,5,5,3+,1.0,,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 9,60.0,10753.0,559.52,Plot area 62(51.84 sq.m.),,62.0,,3,3,1,2.0,,Relatively New,0.0,0,0,0,0,0,0.0
house,independent,sector 13,450.0,9091.0,4949.599999999999,Plot area 550(459.87 sq.m.),,550.0,,4,5,2,2.0,East,Old Property,0.0,0,0,0,0,0,0.0
house,hero homes,sector 104 ,195.0,21195.0,914.6,Plot area 920(85.47 sq.m.),,920.0,,3,5,3+,2.0,,Moderately Old,0.0,0,0,0,0,0,0.0
house,international city by sobha phase 1,sector 109 ,610.0,25103.0,2431.7599999999998,Plot area 270(225.75 sq.m.),,270.0,,5,6,3+,2.0,,Moderately Old,0.0,1,0,0,0,0,0.0
house,independent,sector 6,50.0,13889.0,355.08,Plot area 40(33.45 sq.m.),,40.0,,5,3,3,3.0,,Old Property,0.0,0,0,0,0,0,0.0
house,independent,manesar,200.0,14954.0,1334.24,Plot area 1337.4(124.25 sq.m.),,1337.0,,3,1,0,3.0,North,Moderately Old,0.0,0,0,0,0,0,0.0
house,housing board colony,sector 28,210.0,23333.0,903.84,Plot area 100(83.61 sq.m.),,100.0,,8,8,3+,4.0,South-East,Moderately Old,2.0,0,0,0,0,1,33.0
house,smart world gems,sector 89 ,125.0,8784.0,1420.32,Built Up area: 1423 (132.2 sq.m.),,1423.0,,3,3,2,1.0,,Under Construction,0.0,0,1,0,0,1,61.0
house,independent,sector 12,65.0,6500.0,1000.68,Carpet area: 1000 (92.9 sq.m.),,,1000.0,6,2,3,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,unitech espace,sector 50,1150.0,35494.0,3238.7599999999998,Built Up area: 3240 (301.01 sq.m.),,3240.0,,5,6,0,1.0,North-West,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 13,90.0,11464.0,785.48,Plot area 785(72.93 sq.m.),,785.0,,5,4,3,3.0,North-West,Moderately Old,0.0,1,1,1,0,1,0.0
house,not applicable,sector 4,75.0,11718.0,634.84,Plot area 640(59.46 sq.m.),,640.0,,5,4,3,2.0,,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 105,130.0,11555.0,1129.8,Plot area 1125(104.52 sq.m.),,1125.0,,3,3,1,2.0,North,Moderately Old,0.0,0,0,0,0,0,0.0
house,shree krishna homes,sector 104,48.0,50000.0,75.32,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),,795.0,720.0,2,2,1,1.0,North-East,New Property,0.0,0,1,1,0,1,0.0
house,independent,sector 3 ,68.0,3874.0,1753.8799999999999,Built Up area: 1755 (163.04 sq.m.),,1755.0,,5,3,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,bhim garh kheri,sector 3 ,150.0,7576.0,1979.84,Plot area 220(183.95 sq.m.),,220.0,,7,2,0,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 105,130.0,11556.0,1129.8,Built Up area: 1125 (104.52 sq.m.),,1125.0,,3,3,1,1.0,East,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 9,60.0,10753.0,559.52,Plot area 62(51.84 sq.m.),,62.0,,2,2,1,1.0,North-East,Moderately Old,0.0,0,0,0,0,0,0.0
house,sector 14 rwa,sector 14 ,650.0,20635.0,3152.68,Plot area 350(292.64 sq.m.),,350.0,,4,4,3+,2.0,,Moderately Old,1.0,0,0,0,0,0,0.0
house,independent,sector 15,107.0,11888.0,903.84,Plot area 900(83.61 sq.m.),,900.0,,2,2,1,1.0,,Old Property,0.0,1,0,0,0,0,8.0
house,independent,sector 11,210.0,17284.0,1215.8799999999999,Plot area 135(112.88 sq.m.),,135.0,,6,6,3+,3.0,,Relatively New,0.0,0,0,0,0,0,9.0
house,independent,sector 31 ,460.0,32258.0,1420.32,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),,1426.0,1069.0,2,2,2,2.0,East,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 3 phase 2,100.0,11111.0,903.84,Plot area 900(83.61 sq.m.),,900.0,,3,4,2,2.0,,Relatively New,0.0,0,0,0,0,0,0.0
house,independent,sector 105,110.0,12222.0,903.84,Carpet area: 900 (83.61 sq.m.),,,900.0,6,4,1,1.0,South-West,Undefined,0.0,0,0,0,0,0,38.0
house,tulip yellow,sector 69 ,295.0,16389.0,1796.92,Plot area 200(167.23 sq.m.),,200.0,,4,3,2,3.0,North,New Property,0.0,0,0,1,0,1,0.0
house,huda housing board colony,sector 31 ,460.0,31506.0,1463.36,Plot area 1460(135.64 sq.m.),,1460.0,,6,4,3+,3.0,East,Old Property,0.0,0,0,0,0,1,0.0
house,independent,sector 9,35.0,9722.0,355.08,Plot area 40(33.45 sq.m.),,40.0,,2,2,1,2.0,South-East,Old Property,0.0,0,0,0,0,0,62.0
house,ansal celebrity homes,sector 2,520.0,10000.0,5197.08,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),,5200.0,4000.0,4,5,2,1.0,,Undefined,0.0,0,0,0,0,0,0.0
house,independent,sector 4,40.0,8889.0,451.92,Plot area 50(41.81 sq.m.),,50.0,,1,1,0,1.0,,Moderately Old,2.0,0,0,0,0,0,7.0
house,shri shyam residency,sector 104,62.0,12400.0,494.96,Plot area 500(46.45 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),,900.0,480.0,3,3,1,2.0,,Moderately Old,0.0,0,0,0,0,1,0.0
house,independent,sector 4,50.0,9259.0,538.0,Plot area 540(50.17 sq.m.),,540.0,,5,3,2,3.0,West,Old Property,0.0,0,0,0,0,0,0.0
house,independent,sector 4,92.0,15257.0,602.56,Plot area 67(56.02 sq.m.),,67.0,,4,4,3,4.0,East,Moderately Old,0.0,0,0,0,0,1,0.0
house,independent,sohna road,150.0,14245.0,1054.48,Plot area 117(97.83 sq.m.),,117.0,,2,3,2,1.0,North,New Property,2.0,0,1,1,0,0,42.0
house,independent,sector 103 ,225.0,6367.0,3529.2799999999997,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),,3534.0,2000.0,3,5,3+,10.0,South,Undefined,0.0,0,0,0,0,0,40.0
house,independent,sector 25,1350.0,37313.0,3615.36,Plot area 402(336.12 sq.m.),,402.0,,5,6,3+,4.0,North-East,Old Property,2.0,0,0,0,0,1,0.0
house,mian wali,sector 12,170.0,9444.0,1796.92,Plot area 1800(167.23 sq.m.),,1800.0,,1,1,1,1.0,,Old Property,0.0,1,0,0,0,0,7.0
house,independent,sector 7,45.0,5000.0,903.84,Plot area 900(83.61 sq.m.),,900.0,,3,2,1,2.0,North-West,Old Property,2.0,0,0,0,0,1,39.0
house,independent,sector 105,120.0,10122.0,1183.6,Plot area 1185.51(110.14 sq.m.),,1185.0,,6,2,1,2.0,North-West,Old Property,2.0,0,0,0,0,0,146.0
house,independent,sector 15,180.0,10000.0,1796.92,Plot area 200(167.23 sq.m.),,200.0,,4,3,1,1.0,North-East,Old Property,0.0,0,0,0,0,0,0.0
house,independent,sector 67 ,150.0,8642.0,1624.76,Carpet area: 180 (150.5 sq.m.),,,180.0,5,3,2,2.0,,New Property,0.0,0,0,0,0,0,0.0
house,palam vihar extension west zone rwa,sector 2,35.0,6481.0,602.56,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),,,540.0,2,2,0,1.0,North-East,New Property,1.0,0,0,0,0,0,0.0
house,independent,sector 3 ,55.0,6707.0,817.76,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),,810.0,715.0,2,2,1,2.0,South-East,Moderately Old,0.0,0,0,0,0,0,0.0
house,not applicable,sector 4,40.0,9259.0,430.4,Plot area 432(40.13 sq.m.),,432.0,,1,1,1,1.0,,Moderately Old,0.0,0,0,0,0,0,0.0
house,independent,sector 67 ,300.0,11904.0,2517.84,Carpet area: 2520 (234.12 sq.m.),,,2520.0,4,4,0,3.0,North-East,Undefined,1.0,0,0,0,0,0,7.0
house,row house,sector 105,42.75,9135.0,462.68,Plot area 52(43.48 sq.m.)Built Up area: 1050 sq.yards (877.93 sq.m.),,1050.0,,3,3,3,2.0,,Relatively New,0.0,0,0,0,0,0,0.0
house,independent,sector 8,32.0,7111.0,451.92,Built Up area: 450 (41.81 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),,450.0,300.0,2,3,1,1.0,North-East,Relatively New,0.0,0,0,0,0,0,8.0
house,independent,sector 4,47.0,8012.0,624.08,Plot area 624(57.97 sq.m.),,624.0,,2,1,1,1.0,East,Moderately Old,0.0,0,0,0,1,0,0.0
house,madan puri,sector 7,75.0,12500.0,602.56,Plot area 600(55.74 sq.m.),,600.0,,3,5,3,3.0,South-East,Moderately Old,0.0,0,0,0,0,0,0.0
house,indiabulls centrum park,sector 103 ,325.0,8125.0,4002.72,Plot area 4000(371.61 sq.m.),,4000.0,,4,3,3+,20.0,,Under Construction,0.0,0,0,0,0,0,0.0
house,jacobpura,sector 12,52.5,14583.0,355.08,Plot area 360(33.45 sq.m.),,360.0,,4,4,2,3.0,East,Relatively New,0.0,0,0,0,0,0,7.0
house,huda flats,sector 7 ,230.0,17037.0,1345.0,Plot area 150(125.42 sq.m.),,150.0,,5,3,3+,3.0,North-East,Old Property,0.0,1,1,1,0,0,0.0
house,independent,sector 12,135.0,12222.0,1345.0,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),,2052.0,,5,5,1,3.0,,Old Property,1.0,0,0,0,0,0,0.0
house,independent,sector 6,125.0,11574.0,1076.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),,120.0,,5,5,1,2.0,South,New Property,0.0,0,0,1,0,0,68.0
house,dlf city plots phase 3,sector 24,144.0,26667.0,538.0,Plot area 60(50.17 sq.m.),,60.0,,4,2,2,1.0,,Old Property,0.0,0,0,0,0,0,15.0
house,naman residency,sector 4,50.0,11111.0,451.92,Plot area 450(41.81 sq.m.),,450.0,,2,2,2,2.0,West,New Property,0.0,1,1,1,0,1,49.0
house,independent,sector 2,100.0,8230.0,1215.8799999999999,Plot area 135(112.88 sq.m.),,135.0,,9,7,3+,3.0,North,Moderately Old,0.0,0,0,1,0,0,15.0
house,independent,sector 23 ,550.0,13095.0,4196.4,Plot area 4200(390.19 sq.m.),,4200.0,,9,9,3+,3.0,South,Moderately Old,0.0,1,0,0,0,1,0.0
house,housing board colony,sector 28,550.0,30556.0,1796.92,Plot area 200(167.23 sq.m.),,200.0,,4,3,3,2.0,North,Old Property,0.0,0,0,1,0,1,9.0
house,independent,sector 4,80.0,11852.0,677.88,Plot area 75(62.71 sq.m.),,75.0,,5,3,1,2.0,,Moderately Old,0.0,0,0,0,0,0,37.0
house,independent,sector 11,90.0,10000.0,903.84,Plot area 900(83.61 sq.m.),,900.0,,7,4,3+,4.0,,Moderately Old,0.0,0,0,0,0,0,23.0
house,independent,sector 47 ,430.0,29311.0,1463.36,Plot area 163(136.29 sq.m.),,163.0,,6,4,2,2.0,,Moderately Old,0.0,0,0,0,0,1,7.0
house,sai kripa floors 5,sector 11 ,90.0,11250.0,796.24,Plot area 800(74.32 sq.m.),,800.0,,5,5,3,3.0,,Relatively New,0.0,0,0,0,0,0,23.0
house,independent,sector 24,325.0,30384.0,1065.24,Plot area 1069.63(99.37 sq.m.),,1069.0,,4,4,3,3.0,,Old Property,2.0,0,0,0,0,0,23.0
house,independent,sector 12,371.0,19818.0,1872.24,Plot area 208(173.91 sq.m.),,208.0,,3,3,1,4.0,,Moderately Old,0.0,0,0,1,0,0,8.0
house,independent,sector 2,40.0,7619.0,527.24,Carpet area: 525 (48.77 sq.m.),,,525.0,2,2,1,1.0,,Relatively New,0.0,0,0,0,0,0,36.0
house,rattan garden,sector 7,130.0,13499.0,957.64,Built Up area: 963 (89.47 sq.m.),,963.0,,5,3,2,3.0,,Old Property,0.0,0,0,0,0,0,0.0
house,signature global city 92,sector 92 ,75.0,7820.0,957.64,Built Up area: 959 (89.09 sq.m.),,959.0,,2,2,3,1.0,,Undefined,0.0,0,0,0,0,0,78.0
house,independent,sohna road,155.0,14720.0,1054.48,Plot area 117(97.83 sq.m.),,117.0,,2,3,2,1.0,North,New Property,0.0,0,1,1,0,0,12.0
house,independent,sector 17,32.0,5664.0,559.52,Built Up area: 565 (52.49 sq.m.),,565.0,,5,1,0,1.0,,Undefined,0.0,0,0,0,0,0,29.0
house,independent,sector 11 ,400.0,19753.0,2022.8799999999999,Built Up area: 225 (188.13 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),,225.0,180.0,5,4,1,2.0,North-East,Undefined,0.0,0,0,0,0,0,0.0
house,unitech escape,sector 50,1200.0,37037.0,3238.7599999999998,Carpet area: 360 (301.01 sq.m.),,,360.0,5,6,3+,3.0,East,Undefined,2.0,0,0,0,0,0,102.0
