property_name,property_type,society,sector,price_in_lacs,price_per_sqft_inrs,area,areaWithType,super_builtup,builtup,carpet_area,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,furnish_type,rating,servant_room,study room,pooja room,store_room,others,luxury_score
3 BHK Flat in Sector 106 Gurgaon,flat,godrej meridien,sector 106 ,320.0,16000.0,2000.0,Carpet area: 2002 (185.99 sq.m.),,,2002,3,3,3+,"609, Sector 106 Gurgaon, Gurgaon, Haryana",6.0,,Under Construction,"It's a clubhouse facing inventory and directly from the owner, agent please excuse and the price is 16000 persqft , and the price is non negotiable",0.0,,1,0,0,0,0,49.0
4 BHK Flat in Sector 82 Gurgaon,flat,mapsko casa bella,sector 82 ,130.0,6378.0,2038.26,Super Built up area 1960(182.09 sq.m.),1960,,,4,4,3+,"Sector 82 Gurgaon, Gurgaon, Haryana",1.0,North,Relatively New,"Spacious, completely filled society, on main road, opposite to shopping mall",0.0,"['Green Area4.5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,130.0
2 BHK Flat in Ashok Vihar Phase 3 Extension,flat,pooja apartment,sector 3 phase 3 extension,25.0,3571.0,700.08,Carpet area: 700 (65.03 sq.m.),,,700,2,2,2,"Flat No 201, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana",2.0,East,Relatively New,2nd floor with car parking at ground level. Instalments available.,0.0,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,0.0
3 BHK Flat in Sohna,flat,signature global park,sohna road,95.0,7846.0,1210.81,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),,1210,756,3,2,3+,"Sohna, Gurgaon, Haryana",1.0,,Relatively New,"Low rise building, all amenities are available in this society like club, grocery shops ,many parks for multi purposes etc",0.0,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,46.0
4 BHK Flat in Sector 90 Gurgaon,flat,dlf new town heights,sector 90 ,199.0,7297.0,2727.15,Carpet area: 2727 (253.35 sq.m.),,,2727,4,4,3+,"Sector 90 Gurgaon, Gurgaon, Haryana",9.0,East,Relatively New,"4 bhk flat is located in dlf new town heights 1, which houses some of the most spacious flats in sector 90 gurgaon, with 2 covered car parking. Good interiors and view of greenery. Constructed on a area of 2727 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies + servant room with attached bathroom. The residential building has 29 floors in total and the flat for sale is located on the 9th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. Many of the modern amenities being offered, like swimming pool, club, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s), will provide a pleasant living experience for you.",2.0,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",1,0,1,0,0,102.0
2 BHK Flat in Sector 106 Gurgaon,flat,paras dews,sector 106 ,105.0,7581.0,1385.04,Carpet area: 1385 (128.67 sq.m.),,,1385,2,2,2,"Sector 106 Gurgaon, Gurgaon, Haryana",5.0,West,New Property,"It's on main dwarka expressway. Very close to delhi border. Daily need shops operational within the society . Mall, school and medical facilities within 5-10 mins walking distance.",0.0,,0,0,0,0,0,97.0
3 BHK Flat in Sector 85 Gurgaon,flat,godrej air,sector 85 ,183.0,10005.0,1829.09,Carpet area: 1829 (169.92 sq.m.),,,1829,3,3,3+,"Sector 85 Gurgaon, Gurgaon, Haryana",18.0,,Under Construction,"Godrej air is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 85 gurgaon is your opportunity to be a part of this community. The flat is over 1829 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat lies on the 18th level of a 32 storey building. As the property is currently under construction , you can expect to get the possession by march 2024.",0.0,"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,110.0
3 BHK Flat in Sector 82A Gurgaon,flat,dlf the primus,sector 82a ,225.0,10714.0,2100.06,Carpet area: 2100 (195.1 sq.m.),,,2100,3,3,3+,"Sector 82A Gurgaon, Gurgaon, Haryana",29.0,East,Relatively New,"Located in the popular residential address of sector-82a gurgaon, gurgaon, dlf the primus is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the east direction. Containing 3 bathrooms and 4 balconies, this apartment is spread over an carpet area of 2100 sq.Ft.. The property is located on the 29th floor of a 32 floor tall building. This 1-5 year(s) old property is available for immediate possession as the project is ready to move. Moreover, this property offers close proximity to important landmarks such as close to school, close to hospital, close to market, close to railway station. Dlf the primus is designed very well to provide modern facilities such as swimming pool, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking. The residents of this project enjoy a 24*7 access to clean water.",1.0,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4.5 out of 5', 'Construction4.5 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,72.0
3 BHK Flat in Sector 65 Gurgaon,flat,emaar mgf emerald floors premier,sector 65 ,280.0,16969.0,1650.07,Carpet area: 1650 (153.29 sq.m.),,,1650,3,3,3+,"Tower 5, Sector 65 Gurgaon, Gurgaon, Haryana",3.0,,Relatively New,"Emaar mgf emerald floors premier is one of the most popular destination for buying apartments/ flats in sector 65 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 1650 sq.Ft. The residential building has 5 floors in total and the flat for sale is located on the 3rd floor. This 1-5 years old property is available for immediate possession as the project is ready to move. Emaar mgf emerald floors premier is designed very well to provide modern facilities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, park and lift(s).",2.0,"['Green Area4.5 out of 5', 'Amenities4.5 out of 5', 'Management4.5 out of 5', 'Construction5 out of 5', 'Connectivity4 out of 5']",1,1,0,0,0,38.0
2 BHK Flat in DLF Phase 4,flat,dlf regency park,sector 28,160.0,14545.0,1100.03,Carpet area: 1100 (102.19 sq.m.),,,1100,2,2,2,"DLF Phase 4, Gurgaon, Haryana",3.0,North,Relatively New,"Spacious room, well maintained facilities",0.0,"['Green Area5 out of 5', 'Amenities4 out of 5', 'Management5 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,52.0
2 BHK Flat in Sector 79 Gurgaon,flat,supertech araville,sector 79 ,83.0,5424.0,1530.24,Carpet area: 1530 (142.14 sq.m.),,,1530,2,2,3,"Sector 79 Gurgaon, Gurgaon, Haryana",5.0,North-East,New Property,2bhk and study all fully furnished flat available for sale immediately possession,1.0,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5']",0,1,0,0,0,49.0
3 BHK Flat in Sohna,flat,signature global park,sohna road,83.0,7410.0,1120.11,Carpet area: 1120 (104.05 sq.m.),,,1120,3,2,2,"A253, Sohna, Gurgaon, Haryana",1.0,,New Property,Flat on sohna road .... Luxury appartments ... Main delhi mumbai expressway,0.0,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,16.0
2 BHK Flat in Sector 10A Gurgaon,flat,maxworth city residences,sector 10a ,80.0,6400.0,1250.0,Carpet area: 1250 (116.13 sq.m.),,,1250,2,3,2,"Sector 10A Gurgaon, Gurgaon, Haryana",9.0,,New Property,"Property in eminent location and loaded with all amenities.
Near to hospital, school and atm.
Only 2 km from highway.",0.0,"['Environment4 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,46.0
4 BHK Flat in Sector 1A IMT Manesar,flat,deepak minda,manesar,125.0,4715.0,2651.11,Carpet area: 2651 (246.29 sq.m.),,,2651,4,4,3+,"Sector 1A IMT Manesar, Gurgaon, Haryana",6.0,,Moderately Old,"Near by hospital,market,school highway",2.0,,0,0,0,0,0,44.0
1 BHK Flat in Sector 84 Gurgaon,flat,pivotal devaan,sector 84 ,30.0,6666.0,450.05,Carpet area: 450 (41.81 sq.m.),,,450,1,1,1,"Sector 84 Gurgaon, Gurgaon, Haryana",14.0,,New Property,Located in the premium sector 84 this property is best in gurgaon.,0.0,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,37.0
3 BHK Flat in Sector 33 Gurgaon,flat,unitech the residences,sector 33 ,155.0,9872.0,1570.1,Super Built up area 1570(145.86 sq.m.),1570,,,3,4,1,"101, Sector 33 Gurgaon, Gurgaon, Haryana",1.0,South,Relatively New,"Central garden full view.
Good ventilation.
Morning sunlight till afternoon in master bedroom and attached room.
First floor, makes both stairs and lift use easier.
Lively atmosphere and safe for kids.
24*7 power backup.
Location close to gurgaon highway.
Power backup",0.0,"['Green Area5 out of 5', 'Amenities3 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4.5 out of 5']",1,0,0,0,0,0.0
2 BHK Flat in Sector 71 Gurgaon,flat,chd avenue,sector 71 ,79.0,6594.0,1198.06,Super Built up area 1198(111.3 sq.m.),1198,,,2,2,2,"Sector 71 Gurgaon, Gurgaon, Haryana",8.0,South-East,Relatively New,"We are the proud owners of this 2 bhk apartment available in chd avenue 71, sector-71, gurgaon. This semi-Furnished apartment is a 1-5 year old, priced approximately at rs. 6594 per sq. Ft. Or rs. 79 lakhs. It is a resale and a ready to move in apartment. The unit is located on the 8th floor and has a super built-Up area of 1198. 0 sq. Ft. It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type. The apartment has 1 open parking.
 Additional details :The society has dedicated security guards for every tower.
Full power backup is available.
Daily needs shopping could be done within the society premises to make the stay convinent.
The apartment has borings water supply.
Piped gas facility is available in the property.",0.0,"['Green Area5 out of 5', 'Amenities4 out of 5', 'Management2 out of 5', 'Construction3 out of 5', 'Connectivity3 out of 5']",0,0,0,0,1,80.0
2 BHK Flat in Sohna,flat,silverglades the melia,sohna road,101.0,7000.0,1442.86,Super Built up area 1450(134.71 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),1450,,950,2,2,3,"H1202, Sohna, Gurgaon, Haryana",12.0,,Under Construction,"The property will be ready early 2024 and ready for negotiations if a buyer is ready before january, 2024",0.0,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,1,0,0,0,97.0
4 BHK Flat in Sector 92 Gurgaon,flat,sare crescent parc royal greens phase 1,sector 92 ,95.0,5007.0,1897.34,Super Built up area 1897(176.24 sq.m.),1897,,,4,5,3+,"Sector 92 Gurgaon, Gurgaon, Haryana",4.0,,Moderately Old,Attached bath spacious rooms. Big drawing dining. Facing main road.,0.0,"['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,109.0
2 BHK Flat in Sector 77 Gurgaon,flat,umang winter hills,sector 77 ,99.0,7857.0,1260.02,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1260,,1000,2,2,2,"Sector 77 Gurgaon, Gurgaon, Haryana",1.0,North,Relatively New,"Situated in sector-77 gurgaon, umang winter hills is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 1260 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 1st level of a 18 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.",2.0,"['Green Area5 out of 5', 'Amenities4.5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity4.5 out of 5']",0,0,0,0,0,62.0
3 BHK Flat in Sector 37D Gurgaon,flat,ramprastha skyz,sector 37d ,110.0,6376.0,1725.22,Super Built up area 1725(160.26 sq.m.),1725,,,3,3,3+,"Sector 37D Gurgaon, Gurgaon, Haryana",7.0,East,Under Construction,"15 mins drive to igi airport
Adequate basement and covered parking under podium and surface parking
Properties with 100% power backup available",0.0,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,51.0
4 BHK Flat in Sector 67A Gurgaon,flat,4s aradhya homes,sector 67a ,190.0,8863.0,2143.74,Super Built up area 2200(204.39 sq.m.),2200,,,4,4,3,"Sector 67A Gurgaon, Gurgaon, Haryana",3.0,,New Property,"Newly constructed fully ready to move in property with all the amenities such as lavish modular kitchen, chimney, hob, fans, acs, designer lighting, chandelier, designer wallpaers, fully functional jaquar bathroom, exhaust fans etc.
Located in prime area of sec67 a within close proximity of big shopping centres such as airia mall, worldmark, aipl and elan town centre (All within 1-2 km).",0.0,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,55.0
3 BHK Flat in Sector 37C Gurgaon,flat,ild greens,sector 37c ,100.0,4320.0,2314.81,Super Built up area 1875(174.19 sq.m.),1875,,,3,3,3+,"Tower 6, Sector 37C Gurgaon, Gurgaon, Haryana",5.0,North,Under Construction,"Beautiful location and well ventilated, superb connectivity, corner flat, possession within 3months, good construction quality, big gap between two towers, three side road alongside the project.Worth to live in...",0.0,"['Green Area5 out of 5', 'Amenities4.5 out of 5', 'Management4.5 out of 5', 'Construction5 out of 5', 'Connectivity4.5 out of 5']",0,0,0,0,0,60.0
3 BHK Flat in Sector 57 Gurgaon,flat,bptp freedom park life,sector 57 ,250.0,11111.0,2250.02,Super Built up area 2250(209.03 sq.m.),2250,,,3,3,3,"Sector 57 Gurgaon, Gurgaon, Haryana",9.0,,Moderately Old,"We are the proud owners of this 3 bhk apartment available in bptp freedom park life, sector 57 gurgaon, gurgaon. This it is a and the unit is located on 9th floor and has a super built-Up area of 2250 sq.Ft. . It has 3 bathroom(s) and 3 balcony(s). The ownership is freehold type.",0.0,"['Green Area5 out of 5', 'Amenities5 out of 5', 'Management5 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,50.0
2 BHK Flat in Sector 3 Gurgaon,flat,godrej habitat,sector 3 ,110.0,10410.0,1056.68,Super Built up area 1056.58(98.16 sq.m.),1056,,,2,2,2,"Sector 3 Gurgaon, Gurgaon, Haryana",14.0,,Under Construction,"We are the proud owners of this 2 bhk apartment available in , dwarka expressway gurgaon, gurgaon. This it is a and the unit is located on 14th floor and has a super built-Up area of 1056 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",0.0,"['Environment4.5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5']",0,0,0,0,0,0.0
2 BHK Flat in Sector 95 Gurgaon,flat,ramsons kshitij,sector 95 ,29.0,5178.0,560.06,Super Built up area 560(52.03 sq.m.),560,,,2,2,2,"Sector 95 Gurgaon, Gurgaon, Haryana",14.0,,Relatively New,Residential apartment for sell.The property comes with a good construction quality which ages 1-5 years old propertylocated in sector-95 gurgaon.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 2900000.Located on 14th floor out of the 14,0.0,"['Green Area4 out of 5', 'Amenities4 out of 5', 'Management3.5 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,49.0
2 BHK Flat in Sector 95 Gurgaon,flat,sidhartha ncr one,sector 95 ,55.0,5556.0,989.92,Built Up area: 990 (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),,990,950,2,2,3,"Sector 95,gurgaon, Sector 95 Gurgaon, Gurgaon, Haryana",15.0,North-East,Undefined,"2 bath, semi-Furnished, 15th floor (Of 20), overlooking garden/park, north - East facing, sidhartha ncr one sector 95,gurgaon",0.0,"['Environment4 out of 5', 'Safety4.5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,37.0
3 BHK Flat in Sector 92 Gurgaon,flat,raheja sampada,sector 92 ,65.0,4744.0,1370.15,Super Built up area 1370(127.28 sq.m.),1370,,,3,2,3,"Sector 92 Gurgaon, Gurgaon, Haryana",6.0,North-East,Relatively New,"This lovely 3 bhk apartment/flat in sector 92 gurgaon is available for sale in one of gurgaon's most popular projects, raheja sampada. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1370 sq.Ft. This flat lies on the 6th level of a 14 storey building. This is a ready to move project and the property is 1-5 years old.",0.0,"['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,43.0
2 BHK Flat in Sohna,flat,signature the serenas,sohna road,50.0,9406.0,531.58,Carpet area: 531.57 (49.38 sq.m.),,,531,2,2,2,"Sohna, Gurgaon, Haryana",6.0,,New Property,"Signature the serenas is one of the most popular destination for buying apartments/ flats in sohna, gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 532 sq.Ft. The flat has a total of 14 floors and this property is situated on 6th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property.",2.0,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,90.0
2 BHK Flat in Sector 99A Gurgaon,flat,pareena laxmi apartments,sector 99a ,31.75,5521.0,575.08,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),575,,570,2,2,1,"Sector 99A Gurgaon, Gurgaon, Haryana",2.0,,New Property,"This lovely 2 bhk apartment/flat in sector 99a gurugram is available for sale in one of the most popular projects , pareena laxmi apartments. The flat is over 570 sq. Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balconies. This flat is situated on the 2nd floor of this 12 floors tall residential building. As the project is already ready to move, so you can easily move even on the same day. The flat is completely new and in the exactly same situation as handovered by the builder, so you can design your interior as per your requirements. The society is well equipped with many modern amenities, including security personnel, maintenance staff, community center, park and lift(s).",0.0,"['Green Area4.5 out of 5', 'Amenities3.5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity3 out of 5']",0,0,0,0,0,44.0
2 BHK Flat in Sector 103 Gurgaon,flat,satya the hermitage,sector 103 ,93.0,6404.0,1452.22,Carpet area: 1452 (134.9 sq.m.),,,1452,2,3,3,"Sector 103 Gurgaon, Gurgaon, Haryana",3.0,East,Relatively New,Corner flat well furnished flat with full ventilation and full sunlight.,0.0,"['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity3 out of 5']",1,0,0,0,0,42.0
3 BHK Flat in Sector 89 Gurgaon,flat,smart world gems,sector 89 ,120.0,8432.0,1423.15,Carpet area: 1423 (132.2 sq.m.),,,1423,3,3,2,"Sector 89 Gurgaon, Gurgaon, Haryana",2.0,North-East,New Property,"Smart world gems is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 89 gurgaon is your opportunity to be a part of this community. The flat occupies a carpet area of 1423 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 2nd floor. As the property is currently under construction , you can expect to get the possession within 6 months.",0.0,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,111.0
2 BHK Flat in Sohna,flat,gls arawali homes,sohna road,30.0,4687.0,640.07,Carpet area: 640 (59.46 sq.m.),,,640,2,2,2,"Sohna, Gurgaon, Haryana",4.0,,Relatively New,Residential apartment for sell.Located in sohna.It is a furnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 3000000.Located on 4th floor out of the 13 the property comes with a good construction quality which ages 1-5 years old property,0.0,"['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,0.0
